"trust_pilot_score","site_jabber_review","tranco_rank","shop_id","review_id"
"","0","-1","1008","1008"
"-1.0","0","-1","1009","1009"
"-1.0","0","-1","1010","1010"
"","0","-1","1011","1011"
"","0","-1","1012","1012"
"","0","-1","1013","1013"
"","0","-1","1014","1014"
"-1.0","0","-1","1015","1015"
"-1.0","0","-1","1016","1016"
"4.7","0","-1","1017","1017"
"","0","-1","1018","1018"
"-1.0","0","-1","1019","1019"
"3.8","0","-1","1020","1020"
"","0","-1","1021","1021"
"","0","-1","1022","1022"
"","0","-1","1023","1023"
"","0","-1","1024","1024"
"-1.0","0","-1","1025","1025"
"-1.0","0","-1","1026","1026"
"-1.0","0","-1","1027","1027"
"-1.0","0","-1","1028","1028"
"-1.0","0","-1","1029","1029"
"3.8","1","-1","1030","1030"
"-1.0","0","-1","1031","1031"
"","0","-1","1032","1032"
"","0","-1","1033","1033"
"3.8","0","-1","1034","1034"
"-1.0","0","-1","1035","1035"
"","0","-1","1036","1036"
"","0","-1","1037","1037"
"","0","-1","1038","1038"
"-1.0","0","-1","1039","1039"
"","0","-1","1040","1040"
"-1.0","0","-1","1041","1041"
"-1.0","0","-1","1042","1042"
"","0","-1","1043","1043"
"","0","-1","1044","1044"
"","0","-1","1045","1045"
"","0","-1","1046","1046"
"3.9","0","-1","1047","1047"
"","0","-1","1048","1048"
"-1.0","0","-1","1049","1049"
"","0","-1","1050","1050"
"4.1","0","-1","1051","1051"
"","0","-1","1052","1052"
"-1.0","0","-1","1053","1053"
"-1.0","0","-1","1054","1054"
"-1.0","0","-1","1055","1055"
"2.8","0","-1","1056","1056"
"-1.0","0","-1","1057","1057"
"-1.0","0","-1","1058","1058"
"-1.0","0","-1","1059","1059"
"-1.0","0","-1","1060","1060"
"-1.0","0","-1","1061","1061"
"-1.0","0","-1","1062","1062"
"-1.0","0","-1","1063","1063"
"4.8","0","-1","1064","1064"
"-1.0","0","-1","1065","1065"
"","0","-1","1066","1066"
"1.5","0","-1","1067","1067"
"1.8","0","-1","1068","1068"
"-1.0","0","-1","1069","1069"
"","0","-1","1070","1070"
"","0","-1","1071","1071"
"","0","-1","1072","1072"
"","0","-1","1073","1073"
"","0","-1","1074","1074"
"-1.0","0","-1","1075","1075"
"","0","-1","1076","1076"
"","0","-1","1077","1077"
"-1.0","0","-1","1078","1078"
"","0","-1","1079","1079"
"","0","-1","1080","1080"
"","0","-1","1081","1081"
"2.3","1","-1","1082","1082"
"","0","-1","1083","1083"
"2.9","0","-1","1084","1084"
"-1.0","0","-1","1085","1085"
"","0","-1","1086","1086"
"2.6","0","-1","1087","1087"
"","0","-1","1088","1088"
"4.4","0","-1","1089","1089"
"4.0","1","-1","1090","1090"
"","0","-1","1091","1091"
"","0","-1","1092","1092"
"","0","-1","1093","1093"
"","0","-1","1094","1094"
"","0","-1","1095","1095"
"4.8","0","-1","1096","1096"
"","0","-1","1097","1097"
"2.8","0","-1","1098","1098"
"2.1","0","-1","1099","1099"
"","0","-1","1100","1100"
"-1.0","0","-1","1101","1101"
"3.9","1","-1","1102","1102"
"4.3","0","-1","1103","1103"
"3.9","0","-1","1104","1104"
"","0","-1","1105","1105"
"","0","-1","1106","1106"
"-1.0","0","-1","1107","1107"
"3.2","0","-1","1108","1108"
"","0","-1","1109","1109"
"","0","-1","1110","1110"
"","0","-1","1111","1111"
"","0","-1","1112","1112"
"","0","-1","1113","1113"
"","0","-1","1114","1114"
"3.8","0","-1","1115","1115"
"-1.0","0","-1","1116","1116"
"-1.0","0","-1","1117","1117"
"-1.0","0","-1","1118","1118"
"2.1","0","-1","1119","1119"
"","0","-1","1120","1120"
"-1.0","1","-1","1121","1121"
"","0","-1","1122","1122"
"-1.0","0","-1","1123","1123"
"-1.0","0","-1","1124","1124"
"-1.0","0","-1","1125","1125"
"-1.0","0","-1","1126","1126"
"-1.0","0","-1","1127","1127"
"-1.0","0","-1","1128","1128"
"","0","-1","1129","1129"
"3.9","0","-1","1130","1130"
"","0","-1","1131","1131"
"","0","-1","1132","1132"
"","0","-1","1133","1133"
"3.9","0","-1","1134","1134"
"4.8","0","-1","1135","1135"
"-1.0","0","-1","1136","1136"
"","0","-1","1137","1137"
"","0","-1","1138","1138"
"","0","-1","1139","1139"
